Tname tGapStart tGapSize Qname qGapStart qGapSize Samples
OsjChr10 14760333 132 922525 52 0 YB3;
OsjChr10 14837269 6 1138520 2974 0 YB2;
OsjChr10 14865372 77 640174 204 0 YB2;
OsjChr10 14865480 302 640174 235 0 YB2;
OsjChr10 14872195 337 1062168 722 0 YB4;
OsjChr10 14887635 6 1079223 980 0 YB6;
OsjChr10 14959794 13 1118146 44 18 YB2;
OsjChr10 14959794 13 1124533 38 18 YB5;
OsjChr10 14959794 13 1128857 42 18 YB1;
OsjChr10 14959794 13 1140057 40 18 YB6;
OsjChr10 14959794 13 1223097 32 18 YB4;
OsjChr10 14962310 17 1128857 2563 0 YB1;
OsjChr10 15035232 67 1095884 1807 0 YB7;
OsjChr10 15079809 52 892239 8 0 YB8;
OsjChr10 15083483 52 892239 130 0 YB8;
OsjChr10 15136486 57 684600 292 0 YB2;
OsjChr10 15190222 6 1021019 5 0 YB6;
OsjChr10 15190222 6 969337 5 0 YB5;
OsjChr10 15195764 12 960328 63 0 YB3;
OsjChr10 15203168 267 799451 196 0 YB6;
OsjChr10 15203229 206 787408 8 0 YB3;
OsjChr10 15203848 26 694712 244 0 YB2;
OsjChr10 15211648 12 921745 700 3 YB6;
OsjChr10 1522791 374 1117897 2087 0 YB6;
OsjChr10 15239624 105 1003361 5 0 YB8;
OsjChr10 15248602 94 1122040 2182 0 YB7;
OsjChr10 15249210 95 983167 764 0 YB1;
OsjChr10 15277889 6 1024609 1226 0 YB5;
OsjChr10 15278125 197 735162 7 0 YB5;
OsjChr10 15278125 197 740921 7 0 YB6;
OsjChr10 15302644 165 859501 534 0 YB5;
OsjChr10 15302644 165 957959 860 0 YB7;
OsjChr10 15350096 459 1055996 6 0 YB7;
OsjChr10 1536226 106 1304167 3511 0 YB8;
OsjChr10 15371411 9 1061197 1173 0 YB3;
OsjChr10 15371423 32 1061197 1176 0 YB3;
OsjChr10 15387511 1403 665048 211 0 YB5;
OsjChr10 15387511 1403 739905 273 0 YB6;
OsjChr10 15387511 1403 934878 194 0 YB4;
OsjChr10 15392172 203 1092416 887 1 YB4;
OsjChr10 15392388 26 1092416 901 0 YB4;
OsjChr10 15415940 90 1143870 62 0 YB2;
OsjChr10 15427128 431 954831 847 0 YB7;
OsjChr10 1544816 389 1025581 7 0 YB2;
OsjChr10 1544978 18 1171107 6092 0 YB5;
OsjChr10 1545186 9 1171107 6288 1 YB5;
OsjChr10 1547596 85 812575 5 0 YB7;
OsjChr10 1547596 85 945205 5 0 YB8;
OsjChr10 15482581 24 836205 234 8 YB1;
OsjChr10 15488670 11 812212 283 0 YB1;
OsjChr10 15519794 9 1047186 612 0 YB7;
OsjChr10 15519794 9 1085464 512 0 YB4;
OsjChr10 15519794 9 1096902 512 0 YB3;
OsjChr10 15519794 9 1101419 174 0 YB8;
OsjChr10 15519794 9 919996 612 0 YB5;
OsjChr10 15519794 9 959383 215 0 YB6;
OsjChr10 15519794 9 988357 495 0 YB2;
OsjChr10 15527078 13 1012643 9 0 YB2;
OsjChr10 15527078 13 943679 7 0 YB3;
OsjChr10 15527090 235 1092427 869 0 YB8;
OsjChr10 15542674 6 1029397 371 5 YB1;
OsjChr10 15542674 6 1077519 373 5 YB8;
OsjChr10 15542674 6 949349 171 5 YB2;
OsjChr10 15542674 6 996785 373 5 YB5;
OsjChr10 1556983 141 886275 6 0 YB5;
OsjChr10 15581891 408 800347 399 0 YB6;
OsjChr10 15604626 366 960963 6 0 YB5;
OsjChr10 15693048 45 1018523 1238 0 YB5;
OsjChr10 15709756 7 957769 899 0 YB5;
OsjChr10 15738479 17 1143032 2489 16 YB7;
OsjChr10 15738627 9 1091065 9 0 YB5;
OsjChr10 15738627 9 1120107 10 0 YB1;
OsjChr10 15738627 9 1187635 9 0 YB3;
OsjChr10 15802111 273 1096133 106 0 YB5;
OsjChr10 15825867 169 933878 6 0 YB5;
OsjChr10 15825872 193 1061575 9 0 YB8;
OsjChr10 15828289 115 1103501 8 0 YB1;
OsjChr10 15842678 231 883083 644 0 YB2;
OsjChr10 15849045 124 1187719 11 0 YB4;
OsjChr10 15849206 5 1187719 94 8 YB4;
OsjChr10 15860493 98 821968 6 0 YB3;
OsjChr10 15860606 67 1055773 688 0 YB4;
OsjChr10 15860606 67 1138367 2842 0 YB1;
OsjChr10 15894767 416 871882 265 0 YB4;
OsjChr10 15916820 36 1066095 716 0 YB8;
OsjChr10 15916820 36 1135787 2118 0 YB6;
OsjChr10 15916820 36 1163671 4564 0 YB5;
OsjChr10 15916820 36 1186271 3634 0 YB3;
OsjChr10 15916820 36 685246 256 0 YB2;
OsjChr10 15916820 36 963739 487 0 YB7;
OsjChr10 15918369 105 702704 9 0 YB5;
OsjChr10 15951849 179 777601 269 0 YB8;
OsjChr10 15970710 143 896551 453 0 YB5;
OsjChr10 15977775 1043 779921 41 0 YB5;
OsjChr10 15977775 1043 874765 161 0 YB1;
OsjChr10 16041448 473 961629 496 0 YB8;
OsjChr10 16078857 53 831034 5 0 YB3;
OsjChr10 16086771 472 1139621 6 0 YB8;
OsjChr10 16095151 122 821069 470 0 YB2;
OsjChr10 16097218 72 1113521 9 0 YB8;
OsjChr10 16130541 123 1134457 2722 0 YB1;
OsjChr10 16131860 101 901313 640 0 YB7;
OsjChr10 16134620 5 1037351 1338 3 YB5;
OsjChr10 16134620 5 1084121 1628 1 YB6;
OsjChr10 16134620 5 1144744 1637 3 YB7;
OsjChr10 16157694 294 653196 61 0 YB6;
OsjChr10 16157694 294 847070 75 0 YB3;
OsjChr10 16181131 87 1022454 1189 0 YB7;
OsjChr10 16195813 110 981923 76 0 YB4;
OsjChr10 16197853 23 1172880 1255 0 YB8;
OsjChr10 16200582 304 658854 253 0 YB7;
OsjChr10 16296194 33 858701 156 0 YB2;
OsjChr10 16300290 11 1097086 860 1 YB4;
OsjChr10 16304201 14 959971 373 0 YB4;
OsjChr10 16307100 8 955975 886 6 YB5;
OsjChr10 16315761 802 986569 946 0 YB5;
OsjChr10 16354586 412 1018625 629 0 YB8;
OsjChr10 16390564 153 1055083 1449 0 YB2;
OsjChr10 16390816 152 1055083 1549 0 YB2;
OsjChr10 16411063 24 1098467 2003 0 YB5;
OsjChr10 16411063 24 1173190 3296 0 YB3;
OsjChr10 16448333 609 1004583 99 0 YB2;
OsjChr10 16448333 609 1021821 271 0 YB5;
OsjChr10 16448333 609 1149570 374 0 YB4;
OsjChr10 16448333 609 1164331 2308 0 YB1;
OsjChr10 16448333 609 1219819 283 0 YB8;
OsjChr10 16456638 361 1033225 6 0 YB2;
OsjChr10 16456641 237 1072031 10 0 YB3;
OsjChr10 16456656 343 1052940 10 0 YB7;
OsjChr10 16456839 148 1061815 17 0 YB1;
OsjChr10 16481368 114 1145518 647 0 YB2;
OsjChr10 16514838 28 1019013 966 0 YB1;
OsjChr10 16534691 5 791915 15 0 YB6;
OsjChr10 16534709 5 688773 268 0 YB7;
OsjChr10 16534712 5 989295 422 0 YB4;
OsjChr10 16540330 40 1042299 691 0 YB8;
OsjChr10 16562742 1558 779640 347 0 YB2;
OsjChr10 16573538 6 1027854 920 0 YB3;
OsjChr10 16573538 6 980762 922 0 YB7;
OsjChr10 16607217 24 873670 336 0 YB3;
OsjChr10 16613203 224 1108830 1779 0 YB3;
OsjChr10 16613203 224 987723 1098 0 YB2;
OsjChr10 1665303 90 1121383 83 0 YB8;
OsjChr10 1665303 90 917206 48 0 YB5;
OsjChr10 1665303 90 920903 100 0 YB2;
OsjChr10 1665303 90 937513 83 0 YB6;
OsjChr10 1665303 90 937883 83 0 YB7;
OsjChr10 1665303 90 982133 81 0 YB4;
OsjChr10 1665303 90 996566 81 0 YB3;
OsjChr10 16760618 9 948937 30 0 YB3;
OsjChr10 1681435 15 1054873 541 0 YB5;
OsjChr10 1681435 15 1091840 1223 0 YB2;
OsjChr10 1681435 15 1113340 1218 0 YB3;
OsjChr10 1681435 15 1123250 1224 0 YB7;
OsjChr10 1681435 15 1124921 1223 0 YB6;
OsjChr10 1681435 15 1200863 1222 0 YB4;
OsjChr10 1681435 15 1229915 1215 0 YB8;
OsjChr10 16836322 349 990086 722 0 YB3;
OsjChr10 16862932 117 1094948 2093 0 YB2;
OsjChr10 16875755 23 727322 310 0 YB5;
OsjChr10 16947914 185 686049 68 0 YB7;
OsjChr10 16947991 185 798214 143 0 YB1;
OsjChr10 16965890 82 1108416 2331 0 YB2;
OsjChr10 16966005 5 1139598 2283 6 YB3;
OsjChr10 16966005 5 965595 144 6 YB2;
OsjChr10 16966072 19 999746 6 0 YB7;
OsjChr10 16969029 24 1071919 594 0 YB5;
OsjChr10 16969029 24 1092915 623 0 YB6;
OsjChr10 16969029 24 1108686 445 0 YB2;
OsjChr10 16969029 24 1203461 592 0 YB4;
OsjChr10 16969029 24 1240335 594 0 YB8;
OsjChr10 16969029 24 832557 147 0 YB1;
OsjChr10 16969029 24 908155 578 0 YB7;
OsjChr10 16985420 8 1108416 2044 1 YB2;
OsjChr10 16985420 8 1139598 1881 1 YB3;
OsjChr10 16985716 83 1108416 2333 0 YB2;
OsjChr10 16993358 183 649038 246 0 YB6;
OsjChr10 17053720 131 1126666 2054 0 YB7;
OsjChr10 17080081 10 1085831 467 0 YB6;
OsjChr10 17080081 10 1102487 2042 0 YB5;
OsjChr10 17080081 10 1218114 26 0 YB8;
OsjChr10 17080081 10 1279797 4542 0 YB4;
OsjChr10 17080081 10 794254 12 0 YB3;
OsjChr10 17080081 10 836595 18 0 YB2;
OsjChr10 17080081 12 1073624 6 0 YB7;
OsjChr10 17096529 9 742936 36 0 YB5;
OsjChr10 17101395 7 802892 61 0 YB1;
OsjChr10 17126859 7 1270015 248 6 YB8;
OsjChr10 17156027 24 958215 32 0 YB1;
OsjChr10 17156103 205 958215 87 0 YB1;
OsjChr10 17166514 43 930283 381 43 YB1;
OsjChr10 17179401 54 1066647 8 0 YB1;
OsjChr10 17179425 22 857858 329 0 YB3;
OsjChr10 17179425 66 1146803 3121 0 YB1;
OsjChr10 17181165 9 1048193 1465 0 YB5;
OsjChr10 1719034 6 1067637 162 9 YB6;
OsjChr10 1719051 25 1067637 182 40 YB6;
OsjChr10 17190872 30 1057717 82 1 YB2;
OsjChr10 17190872 30 1093207 1327 1 YB6;
OsjChr10 17190872 30 1141012 2189 1 YB7;
OsjChr10 17190872 30 1141648 119 1 YB3;
OsjChr10 17190872 30 1232833 2353 1 YB4;
OsjChr10 17190872 30 1302307 1589 1 YB8;
OsjChr10 17190872 30 698338 81 1 YB5;
OsjChr10 17200641 132 1020113 6 0 YB6;
OsjChr10 17210543 261 1105129 1905 0 YB6;
OsjChr10 17255881 6 1155299 3484 7 YB5;
OsjChr10 17272814 37 1142241 3071 0 YB5;
OsjChr10 17294746 29 833252 240 0 YB3;
OsjChr10 17296357 4084 763632 137 0 YB2;
OsjChr10 17296357 4084 838559 137 0 YB5;
OsjChr10 17296357 4084 976575 137 0 YB4;
OsjChr10 17300525 18 838559 221 0 YB5;
OsjChr10 17353432 49 1084480 1582 0 YB2;
OsjChr10 17353432 49 1115591 1754 0 YB6;
OsjChr10 17353432 49 1181136 1019 0 YB8;
OsjChr10 17353432 49 1184827 3669 0 YB3;
OsjChr10 17353432 49 1268241 4142 0 YB4;
OsjChr10 17353432 49 762080 71 0 YB5;
OsjChr10 17353432 49 908163 353 0 YB7;
OsjChr10 17356283 7 1067965 1091 0 YB5;
OsjChr10 17356283 7 1096066 1122 0 YB2;
OsjChr10 17356283 7 1129285 1183 0 YB6;
OsjChr10 17356283 7 1133414 1165 0 YB7;
OsjChr10 17356283 7 1162182 1161 0 YB4;
OsjChr10 17356283 7 1195993 1162 0 YB3;
OsjChr10 17356283 7 1230275 1163 0 YB8;
OsjChr10 17357650 6 1038715 7 0 YB8;
OsjChr10 17357650 6 1126264 422 0 YB2;
OsjChr10 17357650 6 1129406 844 0 YB4;
OsjChr10 17357650 6 1143553 778 0 YB5;
OsjChr10 17357650 6 1195993 2521 0 YB3;
OsjChr10 17357650 6 951359 298 0 YB6;
OsjChr10 17380853 28 849081 536 0 YB2;
OsjChr10 1743597 19 1083597 1358 49 YB6;
OsjChr10 1743597 19 1158906 1382 49 YB2;
OsjChr10 1743597 19 1169075 1239 49 YB5;
OsjChr10 1743597 19 1180538 1562 49 YB7;
OsjChr10 1743597 19 1200291 647 49 YB3;
OsjChr10 1743597 19 1283103 2382 49 YB4;
OsjChr10 1743597 19 1314093 1818 49 YB8;
OsjChr10 17442070 7 1091738 1549 0 YB3;
OsjChr10 17455981 85 745913 125 0 YB8;
OsjChr10 17455981 85 841523 125 0 YB2;
OsjChr10 17455981 85 849325 125 0 YB5;
OsjChr10 17456386 33 1020277 264 0 YB4;
OsjChr10 17456386 33 796373 234 0 YB8;
OsjChr10 17456386 33 841523 445 0 YB2;
OsjChr10 17456386 33 849325 445 0 YB5;
OsjChr10 17456386 33 884731 299 0 YB6;
OsjChr10 17456386 33 983796 297 0 YB3;
OsjChr10 17512266 25 1073259 1531 9 YB6;
OsjChr10 17515679 6 832323 440 0 YB6;
OsjChr10 17534231 10 1126253 1716 8 YB6;
OsjChr10 17536520 7 793643 289 1 YB8;
OsjChr10 17543044 278 881161 6 0 YB2;
OsjChr10 17549787 109 1075283 1730 0 YB5;
OsjChr10 17568924 68 1074666 5 0 YB7;
OsjChr10 17582978 6 800885 409 1 YB5;
OsjChr10 1759790 2171 1032261 65 0 YB4;
OsjChr10 1759790 2171 908425 67 0 YB6;
OsjChr10 17600728 9 1139620 2415 35 YB7;
OsjChr10 1760479 166 910388 418 0 YB3;
OsjChr10 1763219 321 908509 413 0 YB8;
OsjChr10 17654174 6 1055815 13 0 YB8;
OsjChr10 17654189 249 1192482 11841 0 YB1;
OsjChr10 17664791 112 1126253 2013 111 YB6;
OsjChr10 17691218 8 890364 352 0 YB3;
OsjChr10 17696949 250 831095 445 0 YB7;
OsjChr10 17712740 9 1137474 2494 10 YB2;
OsjChr10 17720479 166 932288 7 0 YB4;
OsjChr10 17743855 127 903272 7 0 YB4;
OsjChr10 17767472 137 1199415 2021 0 YB4;
OsjChr10 17767473 139 1119469 2414 0 YB5;
OsjChr10 17767473 240 1133900 2414 0 YB7;
OsjChr10 17770047 446 747003 259 0 YB8;
OsjChr10 17825169 117 643176 9 0 YB2;
OsjChr10 1790746 11 912309 6 0 YB2;
OsjChr10 17941188 43 720060 146 1 YB2;
OsjChr10 17941188 43 834011 146 1 YB8;
OsjChr10 17955119 173 970485 48 0 YB2;
OsjChr10 17957651 191 1136058 2252 0 YB3;
OsjChr10 17960308 19 1002745 308 0 YB6;
OsjChr10 17960308 19 1008799 79 0 YB4;
OsjChr10 17960308 19 734808 308 0 YB2;
OsjChr10 17960308 19 786301 226 0 YB5;
OsjChr10 17960308 19 819369 11 0 YB2;
OsjChr10 17960308 19 833275 229 0 YB8;
OsjChr10 17960308 19 961744 189 0 YB3;
OsjChr10 17974290 30 1162116 2281 0 YB7;
OsjChr10 17974290 30 1165201 3805 0 YB5;
OsjChr10 17974290 30 1189997 3801 0 YB3;
OsjChr10 17974290 30 1260849 2876 0 YB4;
OsjChr10 17974290 30 1309553 3139 0 YB8;
OsjChr10 17974290 30 899813 207 0 YB6;
OsjChr10 17975333 43 1162116 3295 1 YB7;
OsjChr10 17975971 7 1067007 15 0 YB1;
OsjChr10 17975971 7 1074256 15 0 YB7;
OsjChr10 18032116 458 658860 256 0 YB6;
OsjChr10 1807606 22 963279 178 0 YB8;
OsjChr10 1809781 279 889565 7 0 YB1;
OsjChr10 1809882 46 943329 834 0 YB5;
OsjChr10 18100416 60 1145363 6 0 YB5;
OsjChr10 18100416 60 1172194 6 0 YB3;
OsjChr10 18139043 8 1105005 13 0 YB8;
OsjChr10 18139043 8 1148129 9 0 YB6;
OsjChr10 18139043 8 1161466 8 0 YB3;
OsjChr10 18139043 8 1232871 17 0 YB4;
OsjChr10 18139043 8 674009 12 0 YB7;
OsjChr10 18139043 8 763354 9 0 YB5;
OsjChr10 18139043 8 772032 15 0 YB2;
OsjChr10 1816516 335 818257 6 0 YB8;
OsjChr10 18183175 400 667537 7 0 YB7;
OsjChr10 18183175 400 795516 6 0 YB3;
OsjChr10 18222523 18 1052638 1288 14 YB7;
OsjChr10 18236119 183 1253849 3547 0 YB4;
OsjChr10 18243184 122 1158580 3100 0 YB6;
OsjChr10 182434 114 1151892 504 0 YB7;
OsjChr10 18257637 14 660486 41 0 YB5;
OsjChr10 18257637 14 686209 30 0 YB6;
OsjChr10 18257637 14 686271 26 0 YB7;
OsjChr10 18262369 12 1111324 1665 0 YB7;
OsjChr10 18267801 150 1033913 6 0 YB8;
OsjChr10 18271236 10 1158722 6 0 YB3;
OsjChr10 18271236 6 1089728 36 0 YB7;
OsjChr10 18271236 6 1130349 1034 0 YB5;
OsjChr10 18271236 6 1148793 12 0 YB6;
OsjChr10 18271236 6 813961 15 0 YB8;
OsjChr10 18271236 8 1232535 20 0 YB4;
OsjChr10 18285589 24 1171464 1240 0 YB8;
OsjChr10 18297521 56 1141374 2582 0 YB7;
OsjChr10 18306556 218 1099482 683 0 YB2;
OsjChr10 1832405 156 684677 276 0 YB6;
OsjChr10 18341255 73 1242749 89 0 YB8;
OsjChr10 18354313 40 1026052 278 0 YB3;
OsjChr10 18354313 40 1026354 483 0 YB7;
OsjChr10 18354313 40 1089237 390 0 YB5;
OsjChr10 18354313 40 1100586 220 0 YB4;
OsjChr10 18354313 40 1128723 507 0 YB6;
OsjChr10 18354313 40 931731 101 0 YB2;
OsjChr10 18354313 40 972305 234 0 YB8;
OsjChr10 1835664 35 718800 5 0 YB2;
OsjChr10 1835693 6 863283 10 8 YB3;
OsjChr10 18375820 105 1102273 5 0 YB6;
OsjChr10 18393369 428 801339 6 0 YB5;
OsjChr10 18393791 426 1002784 798 0 YB3;
OsjChr10 18412691 57 1206686 10 0 YB8;
OsjChr10 18421246 339 918672 7 0 YB4;
OsjChr10 18511109 69 1181246 402 0 YB7;
OsjChr10 18530230 9 775339 5 0 YB7;
OsjChr10 18549126 275 892811 6 0 YB7;
OsjChr10 18549151 252 1101856 6 0 YB2;
OsjChr10 18549418 256 1022259 1173 0 YB6;
OsjChr10 18565150 63 1105764 5 0 YB2;
OsjChr10 18572350 12 1060779 867 0 YB6;
OsjChr10 18572350 12 1170734 867 0 YB7;
OsjChr10 18572350 12 1228897 841 0 YB8;
OsjChr10 18572350 12 998373 867 0 YB5;
OsjChr10 18591202 35 869546 346 0 YB3;
OsjChr10 18602622 884 1125559 382 0 YB8;
OsjChr10 18603560 83 1125559 436 0 YB8;
OsjChr10 18604656 6 967703 358 0 YB4;
OsjChr10 18655616 20 1315883 5336 0 YB8;
OsjChr10 18684040 468 652274 6 0 YB6;
OsjChr10 18702171 68 1209070 1517 0 YB8;
OsjChr10 18702171 68 933129 465 0 YB3;
OsjChr10 18706432 76 658852 257 0 YB5;
OsjChr10 18727055 38 1009266 263 0 YB7;
OsjChr10 18727055 38 1082585 685 0 YB6;
OsjChr10 18727055 38 1109420 1228 0 YB3;
OsjChr10 18727055 38 1118881 978 0 YB5;
OsjChr10 18727055 38 1156912 686 0 YB2;
OsjChr10 18727055 38 1261327 197 0 YB4;
OsjChr10 18727055 38 1310105 1746 0 YB8;
OsjChr10 18743648 41 1100477 665 32 YB5;
OsjChr10 18743648 41 1109229 1019 32 YB6;
OsjChr10 18743648 41 1155308 2460 32 YB2;
OsjChr10 18743648 41 1245896 847 32 YB4;
OsjChr10 18743648 41 1306511 1556 32 YB8;
OsjChr10 18747404 59 753852 6 0 YB5;
OsjChr10 1882150 486 1021524 1182 0 YB7;
OsjChr10 18827632 18 813657 7 0 YB6;
OsjChr10 18827632 18 856667 154 0 YB2;
OsjChr10 18827632 18 944629 154 0 YB1;
OsjChr10 18827632 18 975207 372 0 YB4;
OsjChr10 18828291 50 802995 242 0 YB8;
OsjChr10 18829859 18 909788 179 0 YB5;
OsjChr10 18833088 11 857635 63 1 YB6;
OsjChr10 18842832 450 831325 6 0 YB2;
OsjChr10 18869428 500 1185812 4626 1805 YB1;
OsjChr10 18875897 5 837494 9 0 YB3;
OsjChr10 18878022 7 1086710 846 0 YB4;
OsjChr10 18878022 7 956355 888 0 YB5;
OsjChr10 18878033 6 1096231 873 0 YB8;
OsjChr10 18878033 6 939217 765 0 YB7;
OsjChr10 18899518 12 968995 125 0 YB5;
OsjChr10 18918876 1094 1100891 264 0 YB6;
OsjChr10 18934041 8 1093646 108 0 YB7;
OsjChr10 18934041 8 1094852 105 0 YB2;
OsjChr10 18934041 8 1099885 108 0 YB5;
OsjChr10 18934041 8 1110881 91 0 YB6;
OsjChr10 18934041 8 1121464 87 0 YB3;
OsjChr10 18934041 8 1162312 92 0 YB4;
OsjChr10 18942781 677 1005464 1037 0 YB7;
OsjChr10 18947762 4961 832315 89 0 YB5;
OsjChr10 18954107 187 1067689 592 0 YB8;
OsjChr10 18954599 33 920609 108 0 YB6;
OsjChr10 18954669 499 920609 145 11 YB6;
OsjChr10 18959446 6 1006683 382 0 YB8;
OsjChr10 18959446 6 1131304 774 0 YB4;
OsjChr10 18959446 6 1165428 774 0 YB3;
OsjChr10 18959446 6 808314 241 0 YB2;
OsjChr10 18959446 6 865855 132 0 YB7;
OsjChr10 18959446 6 913864 521 0 YB5;
OsjChr10 18959446 6 994299 776 0 YB6;
OsjChr10 18985374 12 1096341 1894 0 YB1;
OsjChr10 18998967 3415 709220 208 0 YB2;
OsjChr10 18999059 3421 1088376 129 0 YB2;
OsjChr10 19003004 8 1088376 653 0 YB2;
OsjChr10 19003004 8 1089058 303 0 YB7;
OsjChr10 19003004 8 1121979 722 0 YB6;
OsjChr10 19003004 8 1123056 573 0 YB3;
OsjChr10 19003004 8 1197823 564 0 YB4;
OsjChr10 19003004 8 1241631 419 0 YB8;
OsjChr10 19003004 8 878717 544 0 YB5;
OsjChr10 19008266 495 1114956 1940 0 YB2;
OsjChr10 19008266 495 1120048 2045 0 YB7;
OsjChr10 19008266 495 1151544 1958 0 YB3;
OsjChr10 19008266 495 1155607 985 0 YB5;
OsjChr10 19008266 495 1170605 1939 0 YB6;
OsjChr10 19008266 495 1233323 1953 0 YB4;
OsjChr10 19008266 495 1273129 913 0 YB8;
OsjChr10 19009387 11 1082078 565 0 YB7;
OsjChr10 19009387 11 1150232 20 0 YB3;
OsjChr10 19009387 11 1151544 2583 0 YB3;
OsjChr10 19009387 11 1155607 1610 0 YB5;
OsjChr10 19009387 11 1170605 2564 0 YB6;
OsjChr10 19009387 11 1233323 2578 0 YB4;
OsjChr10 19009387 11 1273129 1538 0 YB8;
OsjChr10 19009387 11 890879 138 0 YB2;
OsjChr10 19015819 26 771169 8 0 YB8;
OsjChr10 19015839 6 1071060 1726 0 YB2;
OsjChr10 19015839 6 1087048 1642 0 YB7;
OsjChr10 19015839 6 666218 12 0 YB2;
OsjChr10 19015839 6 747508 298 0 YB5;
OsjChr10 19015839 6 936488 68 0 YB4;
OsjChr10 19026804 16 1062185 5 0 YB3;
OsjChr10 19034648 50 1135910 2768 0 YB2;
OsjChr10 19034648 50 1152259 1217 0 YB6;
OsjChr10 19034648 50 1160920 1667 0 YB7;
OsjChr10 19034648 50 1168105 3947 0 YB5;
OsjChr10 19034648 50 1198797 1670 0 YB3;
OsjChr10 19034648 50 1226589 1529 0 YB8;
OsjChr10 19034648 50 1284585 6180 0 YB4;
OsjChr10 19038051 118 1102286 6 0 YB3;
OsjChr10 19038188 43 1086728 1668 1 YB7;
OsjChr10 19039279 16 1046574 1103 0 YB7;
OsjChr10 19039279 16 1102286 1116 0 YB3;
OsjChr10 19039279 16 1161228 920 0 YB8;
OsjChr10 19039279 16 1168822 1004 0 YB4;
OsjChr10 19039279 16 805953 396 0 YB5;
OsjChr10 19039279 16 875253 496 0 YB2;
OsjChr10 19039279 16 878155 19 0 YB5;
OsjChr10 19039279 16 914149 105 0 YB6;
OsjChr10 19039529 280 878155 253 0 YB5;
OsjChr10 19039529 280 914149 339 0 YB6;
OsjChr10 19039666 683 1102286 1487 5 YB3;
OsjChr10 19039666 683 1168822 1375 5 YB4;
OsjChr10 19039945 398 864527 154 0 YB8;
OsjChr10 19039945 398 878155 389 0 YB5;
OsjChr10 19039945 398 914149 475 0 YB6;
OsjChr10 19040026 403 776489 248 0 YB7;
OsjChr10 19040306 123 705822 194 0 YB2;
OsjChr10 19043252 13 1049482 573 0 YB7;
OsjChr10 19043252 13 1075881 730 0 YB6;
OsjChr10 19043252 13 1127458 714 0 YB2;
OsjChr10 19043252 13 1134417 714 0 YB5;
OsjChr10 19043252 13 1184735 712 0 YB3;
OsjChr10 19043252 13 1249161 714 0 YB8;
OsjChr10 19043252 13 1266611 712 0 YB4;
OsjChr10 19053265 8 1052670 662 0 YB7;
OsjChr10 19053265 8 1091638 1608 0 YB2;
OsjChr10 19053265 8 1129784 1399 0 YB3;
OsjChr10 19053265 8 1216444 1378 0 YB8;
OsjChr10 19053265 8 1255871 3243 0 YB4;
OsjChr10 19053265 8 852401 341 0 YB6;
OsjChr10 19053265 8 944143 367 0 YB5;
OsjChr10 19062675 12 1033297 1159 0 YB5;
OsjChr10 19062675 12 1113131 145 0 YB8;
OsjChr10 19062675 12 1151814 1186 0 YB4;
OsjChr10 19062675 12 1153976 1132 0 YB3;
OsjChr10 19062675 12 1158422 333 0 YB2;
OsjChr10 19062675 12 856785 314 0 YB7;
OsjChr10 19062675 12 907819 456 0 YB6;
OsjChr10 19062880 10 856785 507 0 YB7;
OsjChr10 19063682 228 1158422 1325 0 YB2;
OsjChr10 19063916 12 1158422 1331 241 YB2;
OsjChr10 19069697 323 762893 8 0 YB7;
OsjChr10 19072191 5 1019167 445 0 YB5;
OsjChr10 19072191 5 1123871 334 0 YB8;
OsjChr10 19072191 5 1170124 441 0 YB3;
OsjChr10 19072191 5 1175493 439 0 YB6;
OsjChr10 19072191 5 1182370 451 0 YB7;
OsjChr10 19072191 5 1219061 447 0 YB4;
OsjChr10 19072191 5 989805 453 0 YB2;
OsjChr10 19077124 287 921029 700 0 YB6;
OsjChr10 19084336 7 1003259 1023 0 YB5;
OsjChr10 19084336 7 1043039 1176 0 YB6;
OsjChr10 19084336 7 1060229 1157 0 YB3;
OsjChr10 19084336 7 647482 118 0 YB2;
OsjChr10 19084336 7 685615 134 0 YB7;
OsjChr10 19084336 7 741871 123 0 YB8;
OsjChr10 19084336 7 886908 131 0 YB4;
OsjChr10 19087823 8 1036513 928 0 YB6;
OsjChr10 19087823 8 1139331 733 0 YB8;
OsjChr10 19087823 8 1144664 3270 0 YB2;
OsjChr10 19087823 8 1146229 3158 0 YB5;
OsjChr10 19087823 8 1176305 3107 0 YB3;
OsjChr10 19087823 8 1253613 3204 0 YB4;
OsjChr10 19087823 8 821285 128 0 YB7;
OsjChr10 19088933 95 946795 34 0 YB5;
OsjChr10 19108848 9 966177 333 2 YB4;
OsjChr10 19116195 243 817678 61 0 YB1;
OsjChr10 19145474 27 1023834 570 0 YB7;
OsjChr10 19145474 27 1054071 539 0 YB2;
OsjChr10 19145474 27 1059463 570 0 YB5;
OsjChr10 19145474 27 1092040 568 0 YB3;
OsjChr10 19145474 27 1167462 568 0 YB4;
OsjChr10 19145474 27 1179386 295 0 YB8;
OsjChr10 19145474 27 930765 109 0 YB6;
OsjChr10 19152451 345 1004829 1071 0 YB6;
OsjChr10 19169739 15 1136543 2172 0 YB6;
OsjChr10 19169739 15 1207231 6730 0 YB3;
OsjChr10 19169739 15 1282785 6727 0 YB4;
OsjChr10 19169739 15 833239 203 0 YB5;
OsjChr10 19169739 15 974269 235 0 YB8;
OsjChr10 19169739 15 974983 662 0 YB7;
OsjChr10 19169739 15 992947 368 0 YB2;
OsjChr10 19182843 338 1000134 1061 0 YB7;
