Tname tGapStart tGapSize Samples
OsjChr10 20999935 10 YB7;
OsjChr10 21023701 169 YB3;YB6;
OsjChr10 21027259 163 YB4;
OsjChr10 21036290 33 YB5;
OsjChr10 21043790 24 YB5;YB7;
OsjChr10 21043792 22 YB2;
OsjChr10 21055434 318 YB1;
OsjChr10 2111967 11 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr10 21119813 2171 YB4;YB6;
OsjChr10 2114729 72 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr10 2115555 35 YB5;
OsjChr10 2115556 34 YB3;YB4;YB4;YB6;
OsjChr10 2115556 36 YB7;
OsjChr10 2115580 33 YB8;
OsjChr10 2115622 52 YB4;
OsjChr10 2115624 50 YB3;YB5;
OsjChr10 2115632 67 YB6;
OsjChr10 2115652 78 YB8;
OsjChr10 2115684 16 YB3;YB4;YB5;
OsjChr10 21156850 29 YB4;
OsjChr10 2115752 9 YB3;YB4;YB5;YB6;YB8;
OsjChr10 21177498 58 YB3;
OsjChr10 21177736 31 YB2;
OsjChr10 21182036 95 YB4;
OsjChr10 2118838 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 21220304 401 YB8;
OsjChr10 21221146 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 21222576 6 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr10 21227630 25 YB3;
OsjChr10 21244093 11 YB3;YB4;YB6;YB7;YB8;
OsjChr10 21245839 6 YB3;YB4;YB6;YB7;YB8;
OsjChr10 21250119 34 YB4;
OsjChr10 21250458 10 YB4;
OsjChr10 21252741 122 YB4;
OsjChr10 21257500 39 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 21261626 22 YB6;
OsjChr10 21261630 18 YB3;YB8;
OsjChr10 21261634 14 YB4;
OsjChr10 21265313 90 YB2;YB3;YB5;YB6;YB7;YB8;
OsjChr10 21279125 184 YB1;YB4;YB6;
OsjChr10 21308312 23 YB6;YB7;
OsjChr10 21311186 59 YB1;
OsjChr10 21367730 59 YB3;
OsjChr10 21444733 261 YB7;YB8;
OsjChr10 2145962 87 YB4;
OsjChr10 21472511 22 YB3;
OsjChr10 2149501 213 YB3;
OsjChr10 21506413 9 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 21519421 5 YB2;
OsjChr10 2157379 6 YB6;YB7;
OsjChr10 2157884 34 YB7;
OsjChr10 21613627 5 YB4;
OsjChr10 21627951 5 YB6;
OsjChr10 21633780 8 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 21636964 7 YB2;YB6;
OsjChr10 21642110 6 YB2;
OsjChr10 21700091 36 YB1;YB4;YB7;
OsjChr10 21706374 32 YB2;
OsjChr10 21716387 432 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 21767862 46 YB2;
OsjChr10 21799238 445 YB1;
OsjChr10 2185332 6 YB4;YB6;YB8;
OsjChr10 21875795 410 YB8;
OsjChr10 21876219 205 YB1;
OsjChr10 21880516 255 YB2;
OsjChr10 21903368 209 YB2;YB4;YB5;
OsjChr10 2191201 148 YB2;
OsjChr10 21917652 38 YB3;
OsjChr10 2192116 270 YB7;
OsjChr10 21941483 10 YB5;
OsjChr10 21989585 2772 YB6;
OsjChr10 22006182 6 YB2;YB6;
OsjChr10 2201609 218 YB3;
OsjChr10 22059336 111 YB7;
OsjChr10 2207483 21 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2209173 475 YB2;YB5;
OsjChr10 2211499 29 YB4;YB5;YB6;YB8;
OsjChr10 2212170 9 YB4;YB5;
OsjChr10 2212302 20 YB4;YB5;
OsjChr10 22135272 128 YB6;
OsjChr10 2213944 46 YB2;YB4;YB5;YB7;
OsjChr10 2215236 4578 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr10 22183982 77 YB1;
OsjChr10 2220745 15 YB8;
OsjChr10 2220956 21 YB3;YB4;YB5;YB7;
OsjChr10 22223044 41 YB4;YB8;
OsjChr10 22227038 5 YB1;
OsjChr10 22227046 7 YB1;
OsjChr10 2224239 13 YB2;YB3;YB5;YB6;YB8;
OsjChr10 22281060 198 YB7;
OsjChr10 2231654 72 YB4;
OsjChr10 2232824 15 YB4;YB7;YB8;
OsjChr10 2234751 10 YB1;
OsjChr10 22365689 15 YB2;
OsjChr10 22375844 92 YB7;
OsjChr10 2238023 135 YB5;
OsjChr10 22410957 144 YB6;
OsjChr10 22417780 485 YB6;
OsjChr10 22489331 49 YB7;
OsjChr10 22522793 83 YB5;
OsjChr10 22527111 162 YB5;
OsjChr10 2253664 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 22550339 19 YB7;
OsjChr10 22597329 6 YB6;
OsjChr10 22597523 6 YB2;
OsjChr10 22599813 6 YB4;YB6;
OsjChr10 22617192 50 YB4;
OsjChr10 22650232 395 YB8;
OsjChr10 22667705 75 YB2;
OsjChr10 22674439 435 YB3;
OsjChr10 22674960 13 YB3;
OsjChr10 22690587 319 YB5;
OsjChr10 22690685 212 YB2;
OsjChr10 22746039 12 YB2;YB4;YB8;
OsjChr10 22770521 3285 YB2;YB6;
OsjChr10 22784372 63 YB8;
OsjChr10 2282194 18 YB2;YB4;YB7;YB8;
OsjChr10 22830091 12 YB7;
OsjChr10 2283020 7 YB2;YB3;YB4;YB7;
OsjChr10 2285055 9 YB2;YB4;YB8;
OsjChr10 2285240 570 YB2;
OsjChr10 2285841 1971 YB2;
OsjChr10 22914074 410 YB8;
OsjChr10 22914352 116 YB7;
OsjChr10 2294084 12 YB7;
OsjChr10 2294597 25 YB7;
OsjChr10 2295966 6 YB2;YB3;YB5;YB6;YB7;
OsjChr10 22976470 503 YB1;YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr10 23000281 303 YB5;
OsjChr10 23007384 64 YB1;YB4;
OsjChr10 23130676 255 YB1;
OsjChr10 2314239 6 YB6;
OsjChr10 23196423 14 YB6;
OsjChr10 2321265 254 YB2;
OsjChr10 2336556 5 YB2;YB6;YB7;
OsjChr10 234166 6 YB5;YB6;
OsjChr10 2379062 122 YB5;
OsjChr10 2387948 20 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2435882 13 YB2;YB3;YB5;YB6;YB7;YB8;
OsjChr10 2438931 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2464752 69 YB6;
OsjChr10 2464847 41 YB6;
OsjChr10 2464847 6 YB4;
OsjChr10 2464861 59 YB4;
OsjChr10 2464898 22 YB6;
OsjChr10 2472805 10 YB2;
OsjChr10 2477308 28 YB7;
OsjChr10 2484499 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2490012 41 YB3;YB4;YB5;YB7;YB8;
OsjChr10 2490477 10 YB3;YB5;YB8;
OsjChr10 2490729 7 YB3;YB5;
OsjChr10 249888 28 YB6;
OsjChr10 249948 12 YB6;
OsjChr10 2501274 15 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2501432 45 YB3;YB4;
OsjChr10 2501943 5 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2502572 30 YB2;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2502989 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2512543 29 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2514805 88 YB4;
OsjChr10 2514809 84 YB6;
OsjChr10 2515202 5 YB3;YB4;YB6;
OsjChr10 2515319 1663 YB3;YB4;YB6;
OsjChr10 251630 10 YB3;
OsjChr10 2519957 29 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2525765 7 YB2;YB3;YB6;YB7;
OsjChr10 2542759 29 YB2;YB4;YB5;
OsjChr10 2542974 44 YB2;YB4;YB5;YB7;
OsjChr10 2543288 30 YB7;
OsjChr10 2543483 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2553334 329 YB2;
OsjChr10 2572142 45 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 257494 37 YB5;
OsjChr10 257713 9 YB8;
OsjChr10 2582529 11 YB2;YB3;YB4;YB7;
OsjChr10 2587198 19 YB5;
OsjChr10 2587329 126 YB1;
OsjChr10 2589113 20 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2616918 421 YB1;
OsjChr10 2633244 42 YB2;YB3;
OsjChr10 2667421 45 YB6;YB8;
OsjChr10 2684440 12 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr10 2687520 484 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2688008 31 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2689678 11 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2696331 231 YB2;YB6;YB7;
OsjChr10 2698042 9 YB5;
OsjChr10 2698058 14 YB5;
OsjChr10 2714564 1046 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2718241 91 YB3;
OsjChr10 2718294 348 YB1;
OsjChr10 2728565 154 YB4;
OsjChr10 2733295 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2768670 57 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2769085 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 2865714 5 YB4;
OsjChr10 2865736 54 YB4;
OsjChr10 2865872 49 YB4;
OsjChr10 2873092 386 YB2;
OsjChr10 2883610 7 YB4;
OsjChr10 2889690 13 YB2;YB3;YB4;
OsjChr10 2922061 248 YB7;
OsjChr10 2950119 30 YB2;YB5;YB7;
OsjChr10 2973289 84 YB1;
OsjChr10 2983804 30 YB2;YB3;YB5;YB8;
OsjChr10 2983823 134 YB6;
OsjChr10 2999681 278 YB4;
OsjChr10 3034597 95 YB5;
OsjChr10 316695 193 YB7;
OsjChr10 317374 112 YB8;
OsjChr10 3345938 5 YB6;YB7;YB8;
OsjChr10 3360458 255 YB6;
OsjChr10 3383479 141 YB2;
OsjChr10 350255 427 YB7;
OsjChr10 3591309 40 YB6;
OsjChr10 3609799 232 YB3;
OsjChr10 3610069 30 YB3;
OsjChr10 3633468 183 YB8;
OsjChr10 3696475 1202 YB1;YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr10 3744899 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 3784454 61 YB6;
OsjChr10 3816113 166 YB2;
OsjChr10 3841568 24 YB3;
OsjChr10 3844833 21 YB6;
OsjChr10 3887644 492 YB5;
OsjChr10 3900057 156 YB3;
OsjChr10 3923113 60 YB3;
OsjChr10 3931194 321 YB5;
OsjChr10 3931489 26 YB7;
OsjChr10 3931510 31 YB1;
OsjChr10 3931726 13 YB1;
OsjChr10 3938931 19 YB7;
OsjChr10 3938965 218 YB5;YB6;YB7;
OsjChr10 3939194 21 YB7;
OsjChr10 3958445 126 YB8;
OsjChr10 3962834 5 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 3972697 41 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 4000842 426 YB6;
OsjChr10 4057016 384 YB5;
OsjChr10 4062822 9 YB6;
OsjChr10 4082876 2210 YB7;
OsjChr10 4109588 88 YB1;
OsjChr10 4113842 61 YB6;YB8;
OsjChr10 4117259 352 YB5;
OsjChr10 4117565 89 YB8;
OsjChr10 4122068 26 YB2;
OsjChr10 4123956 98 YB7;
OsjChr10 4142011 46 YB3;YB4;
OsjChr10 4157257 61 YB6;YB8;
OsjChr10 4160674 352 YB5;
OsjChr10 4160980 89 YB8;
OsjChr10 4165485 26 YB2;
OsjChr10 4167373 98 YB7;
OsjChr10 4185428 46 YB3;YB4;
OsjChr10 4257907 6 YB4;YB6;YB7;YB8;
OsjChr10 4320417 433 YB2;YB3;YB4;YB5;YB6;YB7;YB8;YB8;
OsjChr10 4326830 19 YB5;
OsjChr10 4354594 24 YB5;
OsjChr10 4357934 30 YB8;
OsjChr10 4358714 135 YB6;
OsjChr10 4363830 20 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 4451541 113 YB1;
OsjChr10 4454213 20 YB8;
OsjChr10 4504153 140 YB6;
OsjChr10 4561485 5 YB7;
OsjChr10 456390 16 YB5;
OsjChr10 4586455 366 YB2;
OsjChr10 458705 63 YB8;
OsjChr10 4601965 46 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr10 4613772 10 YB4;
OsjChr10 4624535 306 YB4;
OsjChr10 4655533 13 YB2;YB5;YB6;
OsjChr10 4669930 180 YB5;
OsjChr10 4691539 89 YB4;
OsjChr10 4808925 16 YB3;
OsjChr10 4851558 83 YB8;
OsjChr10 4851694 884 YB8;
OsjChr10 4880116 252 YB8;
OsjChr10 4967651 162 YB1;
OsjChr10 4997536 92 YB3;
OsjChr10 5011217 178 YB6;
OsjChr10 5011415 24 YB6;
OsjChr10 5012047 91 YB2;
OsjChr10 503121 38 YB8;
OsjChr10 5056507 158 YB4;YB5;
OsjChr10 506129 3155 YB4;
OsjChr10 512172 2980 YB1;
OsjChr10 5146385 171 YB2;YB4;YB5;YB6;
OsjChr10 5155799 73 YB8;
OsjChr10 5172692 7 YB6;
OsjChr10 5205144 511 YB1;YB5;
OsjChr10 523681 6 YB8;
OsjChr10 5258179 63 YB3;YB4;
OsjChr10 5262036 18 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr10 5268138 442 YB6;
OsjChr10 5278653 89 YB8;
OsjChr10 5278725 18 YB6;
OsjChr10 530834 18 YB5;
OsjChr10 532025 18 YB2;
OsjChr10 5348651 178 YB4;
OsjChr10 5360009 5 YB3;
OsjChr10 5367643 393 YB5;
OsjChr10 5449067 1064 YB8;
OsjChr10 5460718 83 YB4;
OsjChr10 5469523 43 YB7;
OsjChr10 549628 151 YB2;
OsjChr10 5510913 19 YB7;
OsjChr10 5560310 14 YB8;
OsjChr10 558229 419 YB5;
OsjChr10 5592880 141 YB4;
OsjChr10 5642876 471 YB7;YB8;
OsjChr10 5642879 468 YB3;
OsjChr10 5649828 9 YB2;
OsjChr10 5651916 12 YB3;
OsjChr10 5690091 9 YB7;
OsjChr10 5710933 9 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr10 5731053 10 YB4;YB8;
OsjChr10 5731126 14 YB4;YB8;
OsjChr10 5789870 246 YB1;YB5;YB6;YB7;YB8;
OsjChr10 5851959 67 YB4;
OsjChr10 5874869 25 YB7;
OsjChr10 58808 41 YB8;
OsjChr10 5897983 43 YB1;YB6;
OsjChr10 5906092 58 YB2;YB3;YB4;YB5;YB5;YB6;YB7;YB8;
OsjChr10 593633 452 YB4;
OsjChr10 5956282 6 YB6;
OsjChr10 5964954 6 YB4;YB8;
OsjChr10 5975557 199 YB6;
OsjChr10 6077690 197 YB4;
OsjChr10 609761 12 YB5;
OsjChr10 6103211 104 YB3;
OsjChr10 6123109 3444 YB6;YB8;
OsjChr10 6152146 134 YB8;
OsjChr10 6203888 20 YB2;
OsjChr10 623517 12 YB4;
OsjChr10 6237021 5 YB7;
OsjChr10 6237309 15 YB5;
OsjChr10 6282289 454 YB8;
OsjChr10 6311979 230 YB6;
OsjChr10 6312027 306 YB1;
OsjChr10 6312285 76 YB6;
OsjChr10 6352946 576 YB5;YB7;
OsjChr10 6507946 109 YB6;
OsjChr10 6521530 6 YB6;
OsjChr10 6531680 354 YB6;
OsjChr10 6532662 919 YB1;
OsjChr10 6548041 5 YB1;YB7;
OsjChr10 6548103 8 YB1;
OsjChr10 6582872 6 YB6;
OsjChr10 6659171 16 YB7;
OsjChr10 6662982 22 YB3;
OsjChr10 6678159 22 YB3;
OsjChr10 6695184 41 YB7;
OsjChr10 6695193 84 YB3;YB4;YB5;
OsjChr10 6695250 44 YB7;
OsjChr10 6711720 31 YB6;
OsjChr10 6711760 5 YB6;
OsjChr10 6719563 7 YB3;
OsjChr10 6723848 345 YB5;
OsjChr10 6723851 342 YB1;YB6;YB8;
OsjChr10 6724208 16 YB1;
OsjChr10 6729161 7 YB5;
OsjChr10 6750782 3896 YB1;YB4;YB8;
OsjChr10 6751045 2845 YB6;
OsjChr10 6775677 1225 YB4;
OsjChr10 6845357 6 YB3;
OsjChr10 6846401 92 YB1;
OsjChr10 6852064 6 YB7;
OsjChr10 6872182 199 YB4;YB7;
OsjChr10 6872182 234 YB2;
OsjChr10 6912279 39 YB1;
OsjChr10 6926829 41 YB7;
OsjChr10 6927534 26 YB2;
OsjChr10 6939455 304 YB2;
OsjChr10 7007553 311 YB5;
OsjChr10 7008187 191 YB2;YB7;
OsjChr10 7033926 290 YB6;
OsjChr10 7149979 56 YB8;
OsjChr10 716049 6 YB6;YB7;
OsjChr10 7222882 408 YB7;
OsjChr10 7310502 3990 YB2;
OsjChr10 7314637 31 YB2;
OsjChr10 733721 21 YB4;
OsjChr10 7388849 150 YB6;
OsjChr10 7403004 88 YB3;
OsjChr10 7411923 7 YB4;YB5;
OsjChr10 7431955 5 YB2;
OsjChr10 7482697 202 YB4;
OsjChr10 7494754 30 YB7;
OsjChr10 7503095 45 YB4;
OsjChr10 7503108 345 YB3;
OsjChr10 7543081 17 YB6;
OsjChr10 7587367 57 YB5;
OsjChr10 7616439 18 YB7;
OsjChr10 7618498 125 YB7;
OsjChr10 7619036 44 YB4;
OsjChr10 7619093 131 YB4;
OsjChr10 7644987 58 YB8;
OsjChr10 7659108 102 YB2;YB7;
OsjChr10 766540 369 YB7;
OsjChr10 766979 152 YB7;
OsjChr10 77149 34 YB3;
OsjChr10 7735609 28 YB2;YB3;
OsjChr10 7757082 12 YB6;
OsjChr10 7799044 10 YB3;
OsjChr10 7805542 10 YB4;
OsjChr10 7805556 5 YB4;
OsjChr10 7828728 90 YB1;
OsjChr10 7830365 6 YB4;
OsjChr10 7861324 22 YB5;YB6;
OsjChr10 7892144 24 YB7;
OsjChr10 7942817 315 YB3;
OsjChr10 8036976 5 YB2;YB3;YB5;
OsjChr10 8039933 246 YB2;YB3;YB4;
OsjChr10 8071599 244 YB8;
OsjChr10 807384 442 YB1;
OsjChr10 8090098 32 YB3;
OsjChr10 8095499 480 YB4;
OsjChr10 8236951 103 YB5;
OsjChr10 8237391 35 YB7;
OsjChr10 829232 196 YB5;
OsjChr10 8378322 265 YB1;
OsjChr10 838659 127 YB2;
OsjChr10 8405047 118 YB6;
OsjChr10 8405843 42 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr10 8410527 159 YB5;
OsjChr10 8424291 43 YB4;YB6;
OsjChr10 8462157 283 YB5;
OsjChr10 8493147 26 YB8;
OsjChr10 8521978 5 YB3;
OsjChr10 8537091 73 YB4;
OsjChr10 8572825 296 YB6;
OsjChr10 8720678 78 YB7;
OsjChr10 8760733 18 YB8;
OsjChr10 881877 121 YB7;
OsjChr10 881954 42 YB3;YB6;
OsjChr10 8845468 125 YB8;
OsjChr10 8881811 35 YB4;
OsjChr10 891900 68 YB5;
OsjChr10 8920462 6 YB2;YB5;YB8;
OsjChr10 8929743 96 YB3;YB8;
OsjChr10 8959868 209 YB3;
OsjChr10 8964441 95 YB2;
OsjChr10 896921 7 YB8;
OsjChr10 8992593 24 YB5;
OsjChr10 905633 16 YB3;
OsjChr10 9080968 387 YB8;
OsjChr10 9177347 23 YB7;
OsjChr10 9213547 13 YB1;
OsjChr10 9256318 5 YB4;
OsjChr10 9275706 37 YB5;
OsjChr10 9338702 158 YB7;
OsjChr10 9344171 325 YB6;
OsjChr10 9404137 3118 YB7;
OsjChr10 9466298 165 YB8;
OsjChr10 9477302 56 YB3;YB8;
OsjChr10 9477307 26 YB6;
OsjChr10 9477307 40 YB7;
OsjChr10 9477318 126 YB1;
OsjChr10 9492354 19 YB4;
OsjChr10 9501765 155 YB3;
OsjChr10 9502482 8 YB4;
OsjChr10 9504562 442 YB1;YB5;
OsjChr10 9504563 441 YB4;
OsjChr10 9504564 440 YB8;
OsjChr10 9504565 439 YB3;
OsjChr10 9504566 438 YB6;
OsjChr10 9507077 102 YB8;
OsjChr10 9549971 141 YB8;
OsjChr10 9550176 231 YB1;
OsjChr10 9584757 54 YB8;
OsjChr10 9620357 215 YB8;
OsjChr10 9624864 115 YB8;
OsjChr10 9694152 51 YB8;
OsjChr10 9748261 8 YB5;YB7;
OsjChr10 9748307 6 YB2;
OsjChr10 9750784 69 YB5;
OsjChr10 9750847 5 YB2;YB4;YB6;YB7;
OsjChr10 9765163 130 YB2;
OsjChr10 9781471 25 YB6;
OsjChr10 9786263 292 YB4;
OsjChr10 9803574 137 YB3;
OsjChr10 9803574 90 YB6;
OsjChr10 9818773 133 YB6;
OsjChr10 9824285 9 YB5;
OsjChr10 9826399 33 YB3;
OsjChr10 9830797 33 YB5;
OsjChr10 9836676 7 YB5;
OsjChr10 9836841 87 YB5;
OsjChr10 9836946 178 YB5;
OsjChr10 9964952 6 YB1;
OsjChr10 9964968 26 YB1;
OsjChr10 9965034 7 YB1;
OsjChr10 9975962 39 YB5;
OsjChr10 9984588 26 YB5;
OsjChr1 10002362 325 YB5;YB6;
OsjChr1 10012201 47 YB5;
OsjChr1 10063528 40 YB8;
OsjChr1 10069484 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 1007106 107 YB4;
OsjChr1 10088771 11 YB5;
OsjChr1 1013 48 YB2;YB6;YB8;
OsjChr1 10191435 96 YB4;
OsjChr1 1019992 108 YB8;
OsjChr1 10273720 72 YB7;
OsjChr1 10280730 8 YB8;
OsjChr1 10299123 18 YB2;YB3;YB4;YB7;
OsjChr1 10299123 20 YB5;
OsjChr1 10300533 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 10321357 266 YB8;
OsjChr1 10321616 7 YB3;YB5;
OsjChr1 10325416 13 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr1 10325544 5 YB2;
OsjChr1 1033186 222 YB2;YB8;
OsjChr1 10349148 35 YB1;
OsjChr1 1041582 417 YB2;
OsjChr1 1041587 5 YB3;
OsjChr1 1042511 96 YB7;
OsjChr1 10441440 16 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr1 10441440 20 YB7;
OsjChr1 10451710 37 YB3;YB6;
OsjChr1 10451815 6 YB6;
OsjChr1 1045408 8 YB3;
OsjChr1 1045591 13 YB3;
OsjChr1 1045985 6 YB3;
OsjChr1 1046255 6 YB3;YB6;
OsjChr1 10463176 972 YB1;
OsjChr1 10481357 47 YB7;
OsjChr1 10490686 183 YB5;
OsjChr1 10514613 423 YB6;
OsjChr1 10528870 468 YB7;
OsjChr1 10560810 16 YB7;
OsjChr1 10578736 79 YB5;
OsjChr1 10582479 57 YB1;
OsjChr1 10587213 5 YB5;
OsjChr1 10598292 83 YB1;YB2;YB4;YB5;
OsjChr1 10643804 67 YB6;
OsjChr1 10656135 33 YB4;
OsjChr1 10668884 6 YB3;
OsjChr1 10682009 56 YB8;
OsjChr1 10689649 43 YB8;
OsjChr1 10689699 390 YB8;
OsjChr1 1069154 366 YB5;
OsjChr1 10696084 8 YB1;YB2;YB5;
OsjChr1 10696107 8 YB2;
OsjChr1 10696135 8 YB2;
OsjChr1 10767795 22 YB1;YB3;YB5;YB8;
OsjChr1 10818107 329 YB5;
OsjChr1 1082855 11 YB5;
OsjChr1 1082861 5 YB2;YB5;
OsjChr1 1082874 5 YB4;YB6;YB8;
OsjChr1 1082876 5 YB7;
OsjChr1 10867651 6 YB6;
OsjChr1 10871354 95 YB7;
OsjChr1 10897513 35 YB8;
OsjChr1 10899952 341 YB3;
OsjChr1 10907631 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 10915079 34 YB2;
OsjChr1 1093131 352 YB2;
OsjChr1 10937621 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 10939932 8 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 10942060 20 YB1;
OsjChr1 10942066 14 YB8;
OsjChr1 10942074 6 YB2;
OsjChr1 10943944 12 YB4;
OsjChr1 10944011 692 YB4;
OsjChr1 10949095 21 YB4;
OsjChr1 10949136 44 YB4;
OsjChr1 10949202 6 YB4;
OsjChr1 10949222 72 YB4;
OsjChr1 10969692 192 YB8;
OsjChr1 10995464 9 YB2;
OsjChr11 10031327 23 YB4;
OsjChr11 100415 58 YB7;
OsjChr11 1005394 439 YB6;
OsjChr11 10178644 7 YB4;
OsjChr1 11018287 68 YB5;
OsjChr1 11018314 7 YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr1 11018335 20 YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr11 10204679 75 YB3;
OsjChr11 10238120 95 YB2;YB3;
OsjChr11 10372279 6 YB4;
OsjChr11 10377029 30 YB2;
OsjChr11 10400071 24 YB5;
OsjChr11 10416480 469 YB2;
OsjChr11 10423982 41 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 11043161 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr11 10446883 7 YB6;
OsjChr11 10474046 7 YB8;
OsjChr11 10481429 19 YB6;
OsjChr11 10502343 3074 YB6;
OsjChr11 10515961 457 YB3;YB5;
OsjChr11 10524915 28 YB7;
OsjChr11 10551825 7 YB7;
OsjChr11 10562867 4509 YB7;
OsjChr11 10564498 73 YB2;
OsjChr1 11057960 208 YB8;
OsjChr1 11057963 72 YB3;
OsjChr11 10603284 168 YB8;
OsjChr11 10631040 16 YB1;
OsjChr11 10683864 12 YB3;
OsjChr11 10698554 7 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr11 1071443 11 YB8;
OsjChr11 1071453 11 YB2;YB5;YB7;
OsjChr11 1071567 5 YB2;YB8;
OsjChr11 10722463 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr1 11075104 55 YB1;
OsjChr11 10754308 11 YB6;
OsjChr11 10770789 27 YB8;
OsjChr11 10784919 15 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr11 107907 21 YB7;
OsjChr11 10791568 76 YB5;
OsjChr11 10791637 10 YB6;
OsjChr11 10791637 8 YB4;YB6;YB7;YB8;
OsjChr11 10844319 238 YB3;
OsjChr11 10863969 33 YB6;
OsjChr11 1089182 202 YB2;YB6;YB7;YB8;
OsjChr11 10908487 97 YB7;
OsjChr11 10911469 30 YB8;
OsjChr11 10925895 26 YB2;YB3;YB4;YB5;YB5;YB6;YB7;YB8;
OsjChr11 10936822 44 YB7;
OsjChr11 10936824 42 YB4;
OsjChr11 10936826 40 YB5;
OsjChr11 10936836 30 YB3;
OsjChr1 11093901 6 YB6;
OsjChr11 11004090 905 YB8;
OsjChr11 11005001 454 YB8;
OsjChr11 11109029 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr11 11127508 5 YB4;
OsjChr1 11122162 6 YB7;
OsjChr11 11222231 12 YB2;YB3;YB4;YB5;YB5;YB6;YB7;YB8;
OsjChr11 11250872 379 YB8;
OsjChr11 1128501 7 YB4;
OsjChr11 11289537 394 YB7;
OsjChr11 1132365 196 YB5;
OsjChr11 1132964 8 YB2;
OsjChr11 1132997 169 YB2;
OsjChr11 1133214 346 YB2;
OsjChr11 1133568 7 YB2;
OsjChr11 11337459 163 YB5;
OsjChr11 11337629 101 YB5;
OsjChr11 11337930 192 YB3;
OsjChr11 11338126 85 YB3;
OsjChr11 1136683 8 YB4;
OsjChr11 11388709 13 YB2;
OsjChr1 11141812 473 YB8;
OsjChr11 11445819 6 YB5;
OsjChr11 11445825 6 YB2;YB3;YB4;YB6;
OsjChr11 11462794 11 YB2;
OsjChr11 11510657 103 YB1;
OsjChr11 115547 24 YB1;
